,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe",contains word before,contains bible clue
167148,11/5/2015,DATE,Go with,Other,,False,2,7,1,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
167186,11/4/2015,SEER,Futures analyst?,Other,,True,2,16,2,False,False,False,False,0,False,7.5,0,0.0,0.0625,False,False,False,False,False,False,False
167299,11/3/2015,ASS,Fool,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False,False,False,False,False
167324,11/2/2015,MARIA,Sharapova of tennis,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
167540,10/31/2015,IRAQ,Former Baath Party stronghold,Other,,False,4,29,3,False,False,False,False,0,False,6.5,0,0.75,0.0,False,False,False,False,False,False,False
167755,10/28/2015,SINAI,1950s Mideast hot spot,Other,,False,4,22,7,False,False,False,False,0,False,4.75,0,0.25,0.0,False,False,False,False,False,False,False
167781,10/28/2015,IDOL,"""American ___""",Other,,False,2,14,6,True,True,False,False,0,False,6.5,0,0.0,0.35714285714285715,False,False,True,False,False,False,False
167901,10/26/2015,BABEL,Tower of ___ (site in Genesis),Other,,False,6,30,10,False,True,False,False,0,False,4.166666666666667,0,0.16666666666666666,0.16666666666666666,False,False,False,False,False,False,False
167948,10/25/2015,SIN,Misdeed,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
168027,10/25/2015,DELILAH,Noted remover of locks,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.0,False,False,False,False,False,False,False
168061,10/25/2015,LEV,Book after Exodus: Abbr.,Other,,False,4,24,5,False,False,False,False,1,False,5.25,0,0.75,0.08333333333333333,False,False,False,False,False,False,False
168213,10/22/2015,UNTO,Golden rule word,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
168224,10/22/2015,IDO,Swear words?,Other,,True,2,12,2,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,False,False,False,False,False
168266,10/21/2015,EST,Ballpark fig.,Other,,False,2,13,2,False,False,False,False,1,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
168294,10/21/2015,DOTH,"""The lady ___ protest too much"": Shak.",Other,,False,7,38,13,False,True,False,False,1,False,4.571428571428571,0,0.14285714285714285,0.18421052631578946,False,False,False,False,False,False,False
168331,10/20/2015,ABEL,Genesis brother,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
168389,10/20/2015,ARI,Bush press secretary Fleischer,Other,,False,4,30,3,False,False,False,False,0,False,6.75,0,0.5,0.0,False,False,False,False,False,False,False
168475,10/19/2015,ASSES,Nincompoops,Single Word,,False,1,11,0,False,False,False,False,0,False,11.0,0,0.0,0.0,False,False,False,False,False,False,False
168498,10/18/2015,JAMES,"""Home, ___""",Other,,False,2,11,7,True,True,False,False,0,False,5.0,1,0.0,0.5454545454545454,False,False,True,False,False,False,False
168504,10/18/2015,ONYX,Cameo stone,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.0,False,False,False,False,False,False,False
168633,10/17/2015,ELISHA,Wonder-working prophet in II Kings,Other,,False,5,34,5,False,False,False,False,0,False,6.0,0,0.4,0.029411764705882353,False,False,False,False,False,False,False
168646,10/17/2015,ARI,Man's name that's another man's name in reverse,Other,,False,8,47,10,False,False,False,False,0,False,5.0,0,0.0,0.06382978723404255,False,False,False,False,False,False,False
168822,10/14/2015,YEA,Floor support?,Other,,True,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
168888,10/13/2015,THORN,Barb in a bush,Other,,False,4,14,3,False,False,False,False,0,False,2.75,0,0.25,0.0,False,False,False,False,False,False,False
168903,10/13/2015,ASS,Blockhead,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,False,False,False,False,False
168923,10/12/2015,JUDAH,___ Ben-Hur,Other,,False,2,11,5,False,True,False,False,0,False,5.0,0,0.5,0.36363636363636365,False,False,False,False,False,False,False
168944,10/12/2015,JAMES,"Madison, Monroe or any of four other presidents",Other,,False,8,47,8,False,False,False,False,0,False,5.0,1,0.25,0.02127659574468085,False,False,False,False,False,False,False
168965,10/12/2015,ANT,Kitchen pest,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
168984,10/12/2015,PSALMS,Biblical book of poems,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.0,False,False,False,False,False,False,True
168987,10/12/2015,COAT,Layer of paint,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
169035,10/11/2015,ANT,Pharaoh ___,Other,,False,2,11,4,False,True,False,False,0,False,5.0,0,0.5,0.2727272727272727,False,False,False,False,False,False,False
169068,10/11/2015,THEROBE,1953 biblical movie,Other,,False,3,19,6,False,False,False,False,0,False,5.666666666666667,0,0.0,0.0,False,False,False,False,False,False,True
169126,10/11/2015,RED,Like the border of Time magazine,Other,,False,6,32,5,False,False,False,False,0,False,4.5,0,0.16666666666666666,0.0,False,False,False,False,False,False,False
169243,10/9/2015,AHAB,Starbuck's order giver,Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.045454545454545456,False,False,False,False,False,False,False
169347,10/7/2015,EDEN,Tree of Life locale,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.25,0.0,False,False,False,False,False,False,False
169348,10/7/2015,JOHN,Loo,Single Word,,False,1,3,0,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
169445,10/6/2015,TWO,"Number of times the Twins have won the World Series, appropriately",Other,,False,11,66,11,False,False,False,False,0,False,5.090909090909091,1,0.36363636363636365,0.015151515151515152,False,False,False,False,False,False,False
169458,10/6/2015,SAUL,First king of Israel,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.5,0.0,False,False,False,False,False,False,False
169538,10/5/2015,EZRA,Poet Pound,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,1.0,0.0,False,False,False,False,False,False,False
169592,10/4/2015,SPY,Half of a classic Mad magazine feature,Other,,False,7,38,6,False,False,False,False,0,False,4.571428571428571,0,0.14285714285714285,0.0,False,False,False,False,False,False,False
169617,10/4/2015,YEA,Pro's position,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
169734,10/2/2015,ALOU,Jesus in the outfield,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.0,0.0,False,False,False,False,False,False,True
169764,10/2/2015,ELI,Typical Bulldogs fan,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
169907,9/30/2015,ELI,"""The Book of ___"" (Denzel Washington movie)",Other,,False,7,43,13,False,True,False,False,0,False,5.285714285714286,0,0.42857142857142855,0.16279069767441862,False,False,False,False,False,False,False
169917,9/30/2015,EST,Guinness suffix,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.0,False,False,False,False,False,False,False
169941,9/29/2015,ELNINO,Cause of aberrant weather,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.0,0.0,False,False,False,False,False,False,False
170014,9/28/2015,MOAB,City south of Utah's Arches National Park,Other,,False,7,41,7,False,False,False,False,0,False,5.0,0,0.7142857142857143,0.024390243902439025,False,False,False,False,False,False,False
170048,9/28/2015,ALOU,Baseball's Felipe,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,False,False,False,False,False
170067,9/28/2015,OBAMA,Only U.S. president whose surname is more than 50% vowels,Other,,False,10,57,14,False,False,False,False,2,False,4.8,0,0.1,0.05263157894736842,False,False,False,False,False,False,False
170084,9/27/2015,ADAM,First in a race?,Other,,True,4,16,4,False,False,False,False,0,False,3.25,0,0.0,0.0625,False,False,False,False,False,False,False
170210,9/26/2015,ESAU,One of a reconciling pair painted by Rubens,Other,,False,8,43,7,False,False,False,False,0,False,4.5,0,0.125,0.0,False,False,False,False,False,False,False
170272,9/25/2015,EDEN,Dystopia's opposite,Other,,False,2,19,2,False,False,False,False,0,False,9.0,0,0.5,0.05263157894736842,False,False,False,False,False,False,False
170313,9/24/2015,ADAM,Garden party?,Other,,True,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
170324,9/24/2015,ANT,Social worker?,Other,,True,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
170346,9/24/2015,IDO,Ringing endorsement?,Other,,True,2,20,2,False,False,False,False,0,False,9.5,0,0.0,0.05,False,False,False,False,False,False,False
170369,9/24/2015,MAGI,Figures in a creche,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False,False,False,False,False
170370,9/24/2015,MATEO,Start of the Nuevo Testamento,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.6,0.0,False,False,False,False,False,False,False
170409,9/23/2015,SEER,"Cassandra, in Greek myth",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.5,0.041666666666666664,False,False,False,False,False,False,False
170414,9/23/2015,ARI,"""Entourage"" agent Gold",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,False,False,False,False,False
170478,9/22/2015,NUM,Book of the Bible between Lev. and Deut.,Other,,False,8,40,9,False,False,False,False,2,False,4.125,0,0.5,0.05,False,False,False,False,False,False,True
170496,9/22/2015,ANT,Tidbit for an aardvark,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.0,False,False,False,False,False,False,False
170537,9/21/2015,ESAU,Twin of Jacob and in-law of 30-Down,Self-Referential,,False,7,35,10,False,False,False,False,0,False,4.142857142857143,0,0.2857142857142857,0.05714285714285714,False,False,False,False,False,False,False
170574,9/21/2015,TIS,"""___ the season ...""",Other,,False,4,20,11,True,True,False,False,0,True,4.25,0,0.0,0.4,False,False,True,False,False,False,False
170576,9/21/2015,ERAT,"The ""E"" of Q.E.D.",Other,,False,4,17,8,False,False,False,False,3,False,3.5,0,0.5,0.29411764705882354,False,False,False,False,False,False,False
170578,9/21/2015,LEAH,Wife of Jacob and in-law of 25-Across,Other,,False,7,37,10,False,False,False,False,0,False,4.428571428571429,0,0.2857142857142857,0.05405405405405406,False,False,False,False,False,False,False
170717,9/20/2015,LUKE,"Bo's cousin on ""The Dukes of Hazzard""",Other,,False,7,37,9,False,False,False,False,0,False,4.428571428571429,0,0.5714285714285714,0.08108108108108109,False,False,False,False,False,False,False
170784,9/19/2015,IDOLS,What a heathen might collect,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.0,0.0,False,False,False,False,False,False,False
170853,9/17/2015,ABEL,Second major figure in the Bible alphabetically,Other,,False,7,47,6,False,False,False,False,0,False,5.857142857142857,0,0.14285714285714285,0.0,False,False,False,False,False,False,True
170864,9/17/2015,ANT,Subterranean toiler,Other,,False,2,19,1,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,False,False,False,False,False
170875,9/17/2015,MEEK,Easily walked over,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
170898,9/17/2015,BAAL,False divinity,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.0,False,False,False,False,False,False,False
170959,9/16/2015,EAST,Jet stream's heading,Other,,False,3,20,3,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.05,False,False,False,False,False,False,False
170983,9/16/2015,SPY,2015 Melissa McCarthy comedy,Other,,False,4,28,7,False,False,False,False,0,False,6.25,0,0.5,0.0,False,False,False,False,False,False,False
171004,9/15/2015,EST,"French ""is""",Other,,False,2,11,3,False,False,False,False,0,False,5.0,0,0.0,0.18181818181818182,False,False,False,False,False,False,False
171009,9/15/2015,LOTS,Loads,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
171043,9/15/2015,REST,Part of R&R,Other,,False,3,11,3,False,False,False,False,0,False,3.0,0,0.3333333333333333,0.09090909090909091,False,False,False,False,False,False,False
171066,9/14/2015,HAN,"___ Solo of ""Star Wars""",Other,,False,5,23,9,False,True,False,False,0,False,3.8,0,0.6,0.21739130434782608,False,False,False,False,False,False,False
171079,9/14/2015,ASSES,Donkeys,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
171166,9/13/2015,REST,Pause,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
171167,9/13/2015,MAGI,Star trek figures?,Other,,True,3,18,3,False,False,False,False,0,False,5.333333333333333,0,0.3333333333333333,0.05555555555555555,False,False,False,False,False,False,False
171271,9/12/2015,EDEN,Starting point of a long race?,Other,,True,6,30,6,False,False,False,False,0,False,4.166666666666667,0,0.0,0.03333333333333333,False,False,False,False,False,False,False
171319,9/11/2015,REL,Little brother or sister?,Other,,True,4,25,4,False,False,False,False,0,False,5.5,0,0.0,0.04,False,False,False,False,False,False,False
171328,9/11/2015,ASS,Nativity scene figure,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
171335,9/11/2015,SEER,Prescient one,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
171435,9/10/2015,TRIO,"The Marx Brothers, often",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.5,0.041666666666666664,False,False,False,False,False,False,False
171472,9/9/2015,ADAMSRIB,1949 Tracy/Hepburn film,Other,,False,3,23,7,False,False,False,False,0,False,7.0,0,0.3333333333333333,0.043478260869565216,False,False,False,False,False,False,False
171595,9/7/2015,REDSEA,Waters parted in Exodus,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.25,0.0,False,False,False,False,False,False,False
171604,9/7/2015,HEROD,Biblical king of Judea,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.25,0.0,False,False,False,False,False,False,True
171623,9/7/2015,ELI,Quarterback Manning,Other,,False,2,19,1,False,False,False,False,0,False,9.0,0,0.5,0.0,False,False,False,False,False,False,False
171698,9/6/2015,ASS,Imbecile,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False,False,False,False,False
171700,9/6/2015,GOD,"""Oh wow!""",Other,,False,2,9,4,True,False,False,False,0,False,4.0,0,0.0,0.3333333333333333,False,False,True,False,False,False,False
171766,9/6/2015,ROBE,Spa wear,Other,,False,2,8,1,False,False,False,False,0,False,3.5,0,0.0,0.0,False,False,False,False,False,False,False
171952,9/3/2015,TRIO,"Rock's Police or Cream, e.g.",Other,,False,5,28,8,False,False,False,False,2,False,4.8,1,0.6,0.14285714285714285,True,False,False,False,False,False,False
172033,9/2/2015,ARK,Craft for couples,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
172048,9/1/2015,TRIO,Small combo,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
172126,8/31/2015,SIN,What a priest may absolve,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.0,0.0,False,False,False,False,False,False,False
172128,8/31/2015,ESTHER,Heroine of Purim,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
172318,8/30/2015,TEXT,Emoji holder,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
172356,8/29/2015,ANT,Member of a small work force?,Other,,True,6,29,6,False,False,False,False,0,False,4.0,0,0.16666666666666666,0.034482758620689655,False,False,False,False,False,False,False
172408,8/28/2015,SON,Result of labor half the time?,Other,,True,6,30,6,False,False,False,False,0,False,4.166666666666667,0,0.0,0.03333333333333333,False,False,False,False,False,False,False
172419,8/28/2015,WEPT,Experienced lacrimation,Other,,False,2,23,1,False,False,False,False,0,False,11.0,0,0.5,0.0,False,False,False,False,False,False,False
172487,8/27/2015,REST,Note's counterpart,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False,False,False,False,False
172516,8/27/2015,ABEL,Genesis son,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.0,False,False,False,False,False,False,False
172554,8/26/2015,ASS,Big jerk,Other,,False,2,8,1,False,False,False,False,0,False,3.5,0,0.0,0.0,False,False,False,False,False,False,False
172579,8/26/2015,BAHAI,Religion founded in 19th-century Persia,Other,,False,5,39,7,False,False,False,False,0,False,7.0,0,0.2,0.02564102564102564,False,False,False,False,False,False,False
172590,8/25/2015,ACTS,___ of the Apostles,Other,,False,4,19,6,False,True,False,False,0,False,4.0,0,0.25,0.15789473684210525,False,False,False,False,False,False,False
172696,8/24/2015,EAST,"Atlantic Coast states, with ""the""",Other,,False,5,33,7,False,False,False,False,0,False,5.8,1,0.4,0.09090909090909091,False,False,False,False,False,False,False
172745,8/23/2015,HAM,Deli order,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.0,False,False,False,False,False,False,False
172909,8/22/2015,THEE,"Final word of ""O Canada""",Other,,False,5,24,6,False,False,False,False,0,False,4.0,0,0.6,0.08333333333333333,False,False,False,False,False,False,False
172936,8/21/2015,ARI,"N.L. West team, on scoreboards",Other,,False,5,30,7,False,False,False,False,2,False,5.2,1,0.4,0.1,False,False,False,False,False,False,False
172986,8/20/2015,SIN,It's a no-no,Other,,False,3,12,4,False,False,False,False,0,False,3.3333333333333335,0,0.3333333333333333,0.16666666666666666,False,False,False,False,False,False,False
173034,8/20/2015,ONEBC,End of an era?,Other,,True,4,14,4,False,False,False,False,0,False,2.75,0,0.0,0.07142857142857142,False,False,False,False,False,False,False
173067,8/19/2015,OMRI,"Actor Katz of ""Dallas""",Other,,False,4,22,5,False,False,False,False,0,False,4.75,0,0.75,0.09090909090909091,False,False,False,False,False,False,False
173072,8/19/2015,JUDAH,"Friedlander of ""30 Rock""",Other,,False,4,24,7,False,False,False,False,0,False,5.25,0,0.25,0.08333333333333333,False,False,False,False,False,False,False
173168,8/18/2015,SAYEST,"Speak, in the Bible",Other,,False,4,19,4,False,False,False,False,0,False,4.0,1,0.5,0.05263157894736842,False,False,False,False,False,False,True
173172,8/18/2015,ART,"The ""A"" of MoMA",Other,,False,4,15,5,False,False,False,False,0,False,3.0,0,0.5,0.13333333333333333,False,False,False,False,False,False,False
173235,8/17/2015,ONYX,Jet-black gem,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
173238,8/17/2015,EZRA,Biblical prophet,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.0,0.0,False,False,False,False,False,False,True
173255,8/17/2015,ERAT,"The ""E"" of Q.E.D.",Other,,False,4,17,8,False,False,False,False,3,False,3.5,0,0.5,0.29411764705882354,False,False,False,False,False,False,False
173284,8/16/2015,REL,Seminary subj.,Other,,False,2,14,2,False,False,False,False,1,False,6.5,0,0.0,0.07142857142857142,False,False,False,False,False,False,False
173292,8/16/2015,ONYX,Black rock,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.0,False,False,False,False,False,False,False
173311,8/16/2015,SETHS,Rogen and Green,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
173316,8/16/2015,YEA,Thumbs-up vote,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,False,False,False,False,False
173455,8/14/2015,OMRI,King of Israel who founded Samaria,Other,,False,6,34,5,False,False,False,False,0,False,4.833333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
173457,8/14/2015,ISAAC,Singer of stories,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
173485,8/14/2015,AMEN,"""It's true!""",Other,,False,2,12,5,True,False,False,False,0,False,5.5,0,0.0,0.3333333333333333,False,False,True,False,False,False,False
173543,8/13/2015,SIN,"""Some rise by ___, and some by virtue fall"": Shak.",Other,,False,10,50,17,False,True,False,False,1,False,4.1,1,0.1,0.16,False,False,False,False,False,False,False
173559,8/13/2015,ABBA,"Group whose first U.S. hit was ""Waterloo""",Other,,False,7,41,10,False,False,False,False,2,False,5.0,0,0.42857142857142855,0.0975609756097561,False,False,False,False,False,False,False
173566,8/13/2015,DOST,"What cometh after thou, maybe",Other,,False,5,29,5,False,False,False,False,0,False,5.0,1,0.0,0.034482758620689655,False,False,False,False,True,False,False
173641,8/12/2015,ELI,Giant Manning,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
173663,8/11/2015,MOAB,Biblical kingdom or its Utah namesake,Other,,False,6,37,5,False,False,False,False,0,False,5.333333333333333,0,0.16666666666666666,0.0,False,False,False,False,False,False,True
173731,8/10/2015,EST,N.J. winter hrs.,Other,,False,3,16,5,False,False,False,False,3,False,4.666666666666667,0,0.3333333333333333,0.1875,False,False,False,False,False,False,False
173803,8/9/2015,UNTO,"""Come ___ me, all ye that labor ...""",Other,,False,8,36,16,True,True,False,False,0,True,3.625,1,0.0,0.25,False,False,True,False,False,False,False
173827,8/9/2015,ARARAT,Biblical mount that can be seen from three countries,Other,,False,9,52,8,False,False,False,False,0,False,4.888888888888889,0,0.0,0.0,False,False,False,False,False,False,True
173934,8/8/2015,IDOL,Hot star,Other,,False,2,8,1,False,False,False,False,0,False,3.5,0,0.5,0.0,False,False,False,False,False,False,False
173967,8/8/2015,TIS,"Sole word in the last chapter of ""Angela's Ashes""",Other,,False,9,49,11,False,False,False,False,0,False,4.555555555555555,0,0.3333333333333333,0.061224489795918366,False,False,False,False,False,False,False
174093,8/6/2015,BAPTISM,"With 14-Down, literally, grueling initiation",Self-Referential,,False,5,44,9,False,False,False,False,0,False,8.0,2,0.0,0.06818181818181818,False,False,False,False,False,False,False
174137,8/5/2015,EAST,"China and environs, with ""the""",Other,,False,5,30,7,False,False,False,False,0,False,5.2,1,0.2,0.1,False,False,False,False,False,False,False
174208,8/4/2015,AMOS,"Lee with the 2011 #1 album ""Mission Bell""",Other,,False,8,41,15,False,False,False,False,0,False,4.25,0,0.375,0.07317073170731707,False,False,False,False,False,False,False
174260,8/4/2015,TRIO,"""Jeopardy!"" contestants, e.g.",Other,,False,3,29,8,False,False,False,False,2,False,9.0,1,0.0,0.20689655172413793,True,False,False,False,False,False,False
174268,8/3/2015,ENOCH,Great-grandfather of Noah,Other,,False,3,25,3,False,False,False,False,0,False,7.666666666666667,0,0.6666666666666666,0.04,False,False,False,False,False,False,False
174276,8/3/2015,OBAMA,"President born Aug. 4, 1961",Other,,False,5,27,11,False,False,False,False,1,False,4.6,1,0.4,0.07407407407407407,False,False,False,False,False,False,False
174320,8/3/2015,ARK,Vessel landing on Mount Ararat,Other,,False,5,30,4,False,False,False,False,0,False,5.2,0,0.6,0.0,False,False,False,False,False,False,False
174334,8/3/2015,ADAM,Eve's man,Other,,False,2,9,2,False,False,False,False,0,False,4.0,0,0.5,0.1111111111111111,False,False,False,False,False,False,False
174359,8/2/2015,SEER,Dealer in futures?,Other,,True,3,18,3,False,False,False,False,0,False,5.333333333333333,0,0.0,0.05555555555555555,False,False,False,False,False,False,False
174369,8/2/2015,BAAL,False god,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
174526,7/31/2015,SPY,Authority on bugs?,Other,,True,3,18,3,False,False,False,False,0,False,5.333333333333333,0,0.0,0.05555555555555555,False,False,False,False,False,False,False
174547,7/31/2015,HAM,Country ___,Other,,False,2,11,4,False,True,False,False,0,False,5.0,0,0.0,0.2727272727272727,False,False,False,False,False,False,False
174567,7/31/2015,ASS,One of Aesop's animals,Other,,False,4,22,4,False,False,False,False,0,False,4.75,0,0.25,0.045454545454545456,False,False,False,False,False,False,False
174583,7/30/2015,HAM,Player for big laughs,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.0,False,False,False,False,False,False,False
174619,7/30/2015,AMEN,Revival reply,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
174627,7/30/2015,ABBA,"""Rock Me"" group, 1975",Other,,False,4,21,10,False,False,False,False,0,False,4.5,1,0.25,0.14285714285714285,False,False,False,False,False,False,False
174648,7/30/2015,JOB,Book before Psalms,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
174655,7/29/2015,ELI,"""Hostel"" director Roth",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,False,False,False,False,False
174673,7/29/2015,THERESA,"Russell of ""Black Widow""",Other,,False,4,24,5,False,False,False,False,0,False,5.25,0,0.75,0.08333333333333333,False,False,False,False,False,False,False
174700,7/29/2015,ABRAM,James ___ Garfield,Other,,False,3,18,5,False,True,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.16666666666666666,False,False,False,False,False,False,False
174774,7/28/2015,TRIO,"Peter, Paul & Mary, e.g.",Other,,False,5,24,9,False,False,False,False,2,False,4.0,2,0.6,0.20833333333333334,True,False,False,False,False,False,False
174791,7/28/2015,THOU,"""Wherefore art ___ Romeo?""",Other,,False,4,26,9,True,True,False,False,0,False,5.75,0,0.25,0.23076923076923078,False,False,True,False,False,False,False
174861,7/27/2015,ARARAT,Mount where Noah disembarked,Other,,False,4,28,3,False,False,False,False,0,False,6.25,0,0.5,0.0,False,False,False,False,False,False,False
174862,7/27/2015,OBAMA,Lead-in to care since 2009,Other,,False,5,26,9,False,False,False,False,0,False,4.4,0,0.0,0.038461538461538464,False,False,False,False,False,False,False
174927,7/26/2015,CALEB,Biblical spy,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,True
174940,7/26/2015,ASS,Idiot,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
175005,7/26/2015,ARI,Jackie's Onassis,Other,,False,2,16,2,False,False,False,False,0,False,7.5,0,1.0,0.0625,False,False,False,False,False,False,False
175012,7/25/2015,HOLY,"With 30-Down, object of a hunt",Self-Referential,,False,6,30,9,False,False,False,False,0,False,4.166666666666667,1,0.0,0.06666666666666667,False,False,False,False,False,False,False
175043,7/25/2015,ROM,DVD-___,Other,,False,1,7,4,False,True,False,False,0,False,7.0,0,0.0,0.5714285714285714,False,False,False,False,False,False,False
175167,7/23/2015,ANT,Member of a colonial army,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,False,False
175195,7/22/2015,SEER,"Johnny Carson's Carnac the Magnificent, e.g.",Other,,False,6,44,9,False,False,False,False,2,False,6.5,1,0.6666666666666666,0.09090909090909091,True,False,False,False,False,False,False
175211,7/22/2015,ANNE,Prince Harry's aunt,Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,0,0.6666666666666666,0.05263157894736842,False,False,False,False,False,False,False
